review,stars
"If you're expecting to view Prime TV content at 4K, this isn't the device you want. It generally displays Prime 4K content at 1080. It will claim that you don't have fast enough network speed regardless of your actual network speed. For example, mine is hardwired to the router, speed is always over 50MBPS. Yet the fire TV stick 4K, streaming 4K content from Prime video will only do 1080. Because my network speed isn't over 15MBPS. When it's actually over 50.

The first weird thing is that streaming services that are NOT Prime Video actually do stream reliably at 4K. The second weird thing is that with the same network connection, the Prime video app on my Tivo will reliably stream at 4K. It's only the Fire TV stick *4K* that won't stream at 4K.

Other than that it's a decent device. Video and sound quality is fine. The remote is fine. Selection of apps is fine, although of course the Prime Video app doesn't stream at 4K with this device.",2
"If you're debating between fire stick or Roku id go with roku. I got this to try bc I already have a Roku TV and there was a sale. There's several things I hate about this fire stick. When searching for options using Alexa it typically only shows me what's available on Amazon. Many times I've searched something using Google and found it streaming elsewhere for free. There's been at least 3 updates since I've owned this for about 3-4 months. The most annoying part is the update will continuously interrupt whatever youre watching even if you dismissed it earlier and haven't turned the TV off. I've also had several connectivity issues with apps. Anytime I want to watch Max I have to clear my cache otherwise everything freezes up and I have to shut it off and start over. A few hours into Pandora and the app stops playing music so I have to switch to something else. There's nothing positive about this device other than now my dumb TV can play apps for streaming. I would not recommend this to anybody.",2
"I use Fubo. I thought the Fubo app had issues, but it was the Fire Stick. Little by little, Fubo would slow, skip, freeze and kick me back to the home screen. Paramount +: I watched a series, season 4, with no issues. Got to season 5 and it would never connect. Error said check internet, but I could go to any other show on the app with no issues. Same on all TV's. Called my sister who lives elsewhere and shares Paramount + with me and asked her to access that 1st season 5 episode. She did with no issues. Switched all of my Fire Sticks out with Roku and haven't had an issue since. As for volume control, the Fire stick required one click at a time to raise/lower volume. Holding the volume button up or down did nothing different. Roku volume control allows me to hold the volume button down for a continuous change in volume until I reach the desired level. Voice control works much better in Roku and can be used in more places, like within apps, search boxes, etc. Fire Stick doesn't work within apps. Just go Roku and enjoy your streaming. I had just cut the cord and Fire Stick was my first experience and I was beginning to regret it. Roku has restored my confidence.",2
"It took six attempts over a full hour to complete TWO software updates before it was usable.
Finally able to turn it on, I found it out it didn't include Netflix or YouTubeTV among the choices of ""apps"" to view.

After much searching and being contacting by Amazon support over this review (that was initially a 1-star) I was able to get Netflix & YoutTubeTV installed. But you still can't just cast a Chrome tab from PC, or cast any video from an Android phone like you can with a Chrome-stick device. So it will have to be the second streaming stick on the TV I use it on.

Additional minuses:
- Extremely hard to get the case open on the remote to install the batteries.
- The menus on the screen guiding you through setup use a very small font - about .5 inches on a 39"" screen - that can't be read from a reasonable TV viewing distance. JUST BECAUSE THERE IS A ⏯ UNICODE CHARACTER, DOESN'T MEAN SOMEONE CAN READ IT FROM SIX FEET AWAY!
- Delivery took SIX DAYS using Amazon Prime on Cyber Monday.

One plus:
- comes with a dongle 4-inch long HDMI ""extender"" to attach to the TV in case your HDMI port is in inconvenient and/or your TV is wall-mounted.

[ edited and increased from 1 to 2 stars because I was able to add two critical ""apps"" ]",2
"I have to buy a new fire stick every year. The storage on them is Terrible. The new one I got Promised Extra Storage... Nope, same amount of storage space. I obviously like the fire stick, but as I said the Available storage is Not good.
(Yes, I clear my cache & data, it doesn't do much good.
*Edit... I received an email to contact someone who could help me... I have spoken to a robot and 3 Customer Service Reps and a Robot... Now you want me To Pay $5 to get question answered!?! Since I can't get Anywhere with CS, I'm leaving this on here because Amazon Quickly gets back to you if you leave a bad review. Also... I Requested a phone call and it said ""wait but your phone we will call in the next SIX hours!?! What!?! It is Saturday. I am Angry. I comply with Amazon Everytime they ask me to do something, now I feel I'm being Dismissed because I left a bad review... here's another one.
You know people Don't have to Leave reviews... but I do, a lot. I also answer questions for the Alexa game/thing... I have been using Amazon, like most people, for Years. I just feel disrespected.
**just so you know, it worked. After I left the 1st Edit, I was contacted Immediately.",2
"This thing is riddled with problems the worse being if you use a vpn you will not get speeds above 80mbps no matter how fast you internet is. I have a 600mbps connection and with a vpn cant get above 80 and usually wont go above 40. Changing settings or location makes no difference. The same vpn with exact settings and location on my laptop pulls over 300mbps. Stay far away from this one until they fix it. It also has issues with permissions. All of this should have been fixed before release but clearly they dont test their products before putting out upgrades. Amazon is dropping the ball heavily with these new devices and their locking them down is also a big issue. Ill also add that placing the usb input which has to be used for it to work on the side causes it to take up 2 hdmi spots because one cannot be placed where the cable plugs in. Why they would not put it on the back is beyond me and if you use the included extension cable it is not hdmi 2.1 and will cause constant audio drops if you use dolby atmos or any high def. Why they would pair a non hdmi2.1 extension with a device that needs hdmi2.1 to work properly again is ridiculous. If you have a first gen firestick 4k i would strongly recommend against this upgrade, you will regret it.",2
"This firestick has always been a little off. For example, if you select one profile it will kick back to the previous one. You have your home screen which looks like normal Prime. However, if you click on a show you may have been watching you can't view episodes or seasons, you can only pick up where it left off. To watch a different episode you have to then click on the Prime App, and select the show from that screen. Just really weird. And the final straw is as of yesterday I can't even watch a show. It will play the ads and then just kick right back out. I have a firestick from 2016 that works better than this new one.",2
"I bought this device to upgrade the Fire stick I have now because it was advertised as having 8GB of memory and my current device says it only has 5.28GB of available memory. When I installed this new device, the device's About page (in the Settings) shows that it also only has 5.28GB of available memory and that the few apps I installed (only 5 apps) ate up half of it. I called Customer Service and the Rep tried to convince me that software updating my device would increase the RAM of the device and that it would take several months (multiple updates). Tried to get me to believe that a software update would increase the available memory on my device when the device clearly said that there was only 5.28GB of memory available, in total. I am going to order the next tier device to see if it has what the advertised specifications claim. Very disappointed that the advertised specifications are not true. I like our Fire TV stick but need more RAM to load more apps. As it is, I have to load and unload apps to free up space on a regular basis.",2
"I have two sticks. One don't even comes up and the other one plays amazon movies but the sound and images don't match up. I read all over the internet that I should unplug it and turn it back on. That's takes about 10 minutes or more. That didn't fixed the problem. I do pay for Netflix and Peacock. Netflix never loads up. Peacock takes about 15 minutes to get a show or movie. Other movie streaming service do the same as Netflix. I know it is not my computer speed because I have 1000Mbps.",2
"The biggest con, is *partner apps may vary*. My old remote had all the 4 shortcut buttons i wanted, and this new one did not. Its odd how they conveniently hide the bottom 2 shortcut buttons, which for me were important. Old remote had Disney+, and Hulu shortcuts, new one had DirecTV and Peacock, which i do not use. Its odd how they hid the bottom 2 buttons on all the pictures. I should have read more into it, so its my fault, but they should have options for shortcuts, and make them plain and visible.",2
"Really love this so far. I’ve had it for about a month and haven’t had any of the app issues others have talked about. All of mine populated with their graphics, etc within a few hours of being installed. That wasn’t as fast as usual, but I can’t use them all at once either so I wasn’t too worried about it.

I typically use this later at night in my bedroom on an LG TV that was my Mom’s. It’s a nice, larger TV that is not a smart TV and not connected to cable either so I really wasn’t sure how this would perform. It hasn’t let me down yet. And I’m very familiar with Amazon products. This is my 3rd Fire Stick and I also have a 42” Fire TV. It responds quickly, doesn’t lag during streaming (which is all I use it for) and I have only had to reboot it once.

My biggest complaint about this remote is that they didn’t add the light up in the dark option like they did when they upgraded the other stand alone version. What gives with that Amazon?? And I’m fairly certain this one costs more too (I think that remote is $39??). I understand this one is also a Fire Stick, but shouldn’t that mean is going to better?? More bang for your buck type thing. That’s my logic at least ;-)

Boo is all I can say to that. And double boo for removing Hulu off the bottom and adding Direct TV/Peacock. And there’s no extra button to add your own. Yes, I can ask Alexa to do it. I just don’t want to. I’d rather have my button back…but I’ll deal.

11/11/23 Updated: I’m adding this as it has begun to wear on my last nerve recently. I stream on my Fire TV ALL the time right now as I broke my ankle. A couple hours before I go to sleep I lay in bed continuing to watch whatever was on. Problem being is that when I go to launch the show from the “continue watching” it is NEVER in the right spot anymore! And I’m talking the completely wrong season even with plenty of time allowed for it to update itself once I’ve shut off my Fire TV. Paramount+ is the biggest culprit of this recently.
And then you may not even find it in the programs listed. I use my subscription via Prime because the PP app is wonky and I’m not paying Paramount for a sketchy app. Soooo I then have to go to the search feature and look the damn thing up…UGH!! Really?!? Please run an update and make my 11-12pm more pleasant…PLEASE!!! Yes, I know this sounds petty and maybe even stupid to some, but it’s inconvenient and not what I paid for. I’m also seriously impatient w/a squirrel brain. So there’s that…",4
"I have not used a fire stick in quite a few years. It was in Grandma's room so she could watch her show Bones and others. She died this year and so the TV got turned back on. I had to order a new one because I wanted the live features for a BTS concert on the new Weverse's app. It worked perfectly and I was able to get JK's last concert live streamed. On the side notes there are more advertisements so I'm concerned about the younger generations watching the ads. But it does help you keep your mind busy and choosing what show you want to watch next. Also has a live option and I can watch shows live which are often seem to be just repeated. You can have leverage show or Bob Ross show or antique shopping show. A murder station etc I even have a new Asian with love station. Lots of different Asian shows are showing on that.,.......... If you do not have an updated or smart TV this is the way to go. All you need is an HDMI port. ( Do you need the original remote control or the ability to change the HDMI ports on the side of the TV........This is free service if you buy the fire stick. (Yes, there is Netflix and Hulu and others that you can pay for. They also have Vicki Asian channel. So you can buy things and rent things. Make sure you read it before you click the okay button. My mom paid for a bone show for $5 and she now owns that one show in that one season. She did not even get the whole season. Which you can do I'm sure you just have to read all the fine lines. So if you have children in the house you may have to set up the children's safety feature. They are quick to answer your phone calls if you have a problem. Highly recommend this for anyone with an older TV and who is not just sitting on their phone watching all the shows.",4
"It worked perfectly when I first got it. Made the mistake of allowing it to update and now every update there is another issue WITHOUT the prior issue being fixed. Now (after update 3) certain apps don't open unless I go through the ""Manage Apps"" section. The screen will sometimes shrink, so instead of it covering the whole TV screen, it will shrink to the top left corner taking up only a small fraction of the total area. The only way to fix it is to restart the Fire Stick...a bit aggravated, but it only happened after the updates. I put off updates for a while, but eventually decided to do it and then the problems started. I kept allowing updates because I was hoping the issues would be fixed, but no.",4
"I had the first edition of the Fire Stick for almost 3 years. Was working (well, sometimes I had to unplug and re-plug again) overall well, with no major issues. I recently purchased this latest 4K edition (not Max), and I encountered several problems: instead of upgrading, I had to install everything from scratch (why is that, makes no sense at all), install the apps again, and sign in with the credentials (please do not say for safety). Now, the home page is full of the movies on Prime (of course, it is an Amazon product) but the apps are scattered everywhere. And, as a dessert, once you're getting back the previous app you liked it, I got a message, ""No memory enough, uninstall some to have space"". Right Amazon, the previous 1st edition NEVEr gave me such a message. I did a lot of research before I purchased this edition, and I was expecting an easy installation and better work. I am not sure that I made the right selection/choice.. I can only imagine myself if I did purchase the International edition, and being in an EU country, I would experience the same or even worse frustration. It is just a comment...It will be your choice to ""be or not to be"". Good luck.",4
"This 4K version is noticeably faster and smoother than the old Fire Stick. And they're both thousands of times faster than the ""Smart"" circuitry in the Vizio TVs 🙄

I watch a lot of PlutoTV and Flex. Or is it Plex? Anyway, I am in a state of constant wonderment about the fledgeling Smart TV Advertising Industry, and whether my big TV can tolerate it if I throw my coffee cup at it. Mamasita, Oooooooo....

In summary, after a couple of years of watching commercials on a smart TV, I'm getting close to getting a paid service. Of course, you can subscribe to most any of them on the Fire Stick.

I think you can get them on a computer, too. Pluto, Hulu, etc... You can run HDMI from your computer to the TV, and then you don't need a Fire Stick, or Ruko, or anything. A real computer would provide fastest reaction times, and offer things like recording, time shifting, watching one program while recording another so there'd be no chance of ever turning off the TV... You plug a TV card into the computer, and they come with remote controls...

On another tangent (thanks for tolerating), the least compressed, highest quality video is on digital broadcast TV. I should go into the TV-antenna installation business, if I weren't afraid of heights. But you should start with a rabbit ears antenna duct-taped to your window, and see if you get plenty of free stations that way. Or any stations at all. Then, consider whether or not you'd be interested in improving your antenna system to get more, farther away stations. Make the F connector in the back of your TV work for a living.",4
"While this is probably a good device they recently made it unnecessarily difficult to access the Developers Menu Options and after I figured that out it did not help resolve the issue that I had purchased it to do. That is not the fault of the device, itself.
I did not try out any of the streaming apps so I have nothing to say about it. It is easy to connect to the TV and to setup the Wi-Fi in my opinion. Amazon allowed me to return it and refunded my money after they received it.
If I have need of a streaming device in the future I would probably buy a All-new Amazon Fire TV Stick 4K streaming device.",4
"original review was 1* and I tried to leave it at bottom of this update. Amazon responded to my review quickly first by phone and then email. At their suggestion I tried troubleshooting and restart. Not sure which action worked but it is more responsive and predictable than before. I have a couple of freezes, jumps to blank screen, and one really odd thing where I selected play for an item and it displayed the previous option screen rather than the one I selected. It did that repeatedly until returned to the home screen and then selected my choice. old review follows - this was a gift from someone the purchase was a hardship. sad because it is this “expletive deleted” device is infuriating. the menu is cluttered with apps and services amazon wants you to buy and the responsiveness to commands is glacial. every command is a prayer that most certainly will not be answered. the system goes wherever it wants whenever it wants and i'm not sure where i am when i get there. when i try to move from one selection to the next, more often than not it takes me back to the opening screen. if you are a gambler this is the device for you. if you have a low tolerance for frustration then avoid this purchase.",4
"Forget about it being registered to you when you receive it. You get to go to the magical process of doing it yourself, which I found to be a pain in the rear, since I had to relocate passwords. UPDATED: Tech Support contacted me regarding this item. One item was my misunderstanding: have to locate passwords for Netflix and Peacock. The second item was I had registered the device to myself however it connected my WiFi before registration. Customer service outstanding- the only item was registration was not the same as compared to the past.",4
"This is my first Fire Stick and my first Alexa device. I don't have a 4k TV but this was on sale and I thought it was a good deal. It lets my old Samsung TV get all the apps I couldn't get before. I only wish Alexa was voice activated. Instead, I have to hold down a button on the remote to use Alexa. I also couldn't get the remote to control my older DVD player.",4
"I didn't have any idea of the amount of content available until I received this product. There is always something I can at least give a try to see if I enjoy. There is a lot of content from other areas of the country and as long as you have a internet connection it's free. The only drawback seems to be when I Bluetooth it into my hearing aides sometimes the volume seems to vary and I may have to manually up or down the volume.",4
"The Amazon Fire TV Stick 4K has completely transformed my home entertainment setup. The picture quality is stunning, thanks to the 4K Ultra HD streaming capability. Whether I'm binge-watching my favorite series or enjoying a movie night, the clarity and vibrant colors truly enhance the viewing experience.

Setting up the Fire TV Stick was a breeze – plug it in, connect to Wi-Fi, and start streaming. The user-friendly interface and voice-controlled remote make navigation effortless. The inclusion of Alexa is a game-changer; simply ask for your favorite show, and it's at your fingertips.

The vast selection of streaming apps ensures there's always something to watch, and the quick responsiveness of the device means no more frustrating lag times. The addition of Dolby Atmos audio takes the audio experience to a whole new level, providing immersive sound that complements the impressive visuals.

The Fire TV Stick 4K has become an essential part of my home entertainment setup, offering a seamless and enjoyable streaming experience. Its powerful and compact design is a game-changer for entertainment on the road. If you're looking to upgrade your home theater, I highly recommend this device – it's a compact powerhouse that delivers top-notch performance.",5
"I had not been familiar with the tv sticks until my cable provider is going to offer WiFi only. I was told about the these things and told how and what to stream. I googled what was the best out there and Amazon took the top honors on every site I read so I went to Amazon and they had the buy back or trade In your old device and I had a iPad mini that I traded in with a $5 dollar difference so I jumped on that plus my old device was only taking up space In my drawer. Make a long story short I hooked it up today and it’s amazing I can’t believe how much clearer my screen is the hearing what’s playing is %100 better there’s no skipping or trying to load it’s just awesome plus all the free content is the best part. So I’m going to be buying another one for my other smart tvs. You can’t lose with this tv firestick plus my friend went with the Roku And can’t get it working the setup is so easy if I can do it anyone can.",5
"The Amazon Firestick has radically transformed my TV viewing experience, providing an impressive array of features and content in a compact and user-friendly device.

Setting up the Firestick is a breeze. From plugging it into the HDMI port to connecting it to Wi-Fi, the entire process takes just a few minutes. The easy on-screen instructions guide you through the setup, making it super accessible even for those not familiar with streaming devices.

The vast selection of streaming services available on the Firestick is a major highlight. Whether it's popular platforms like Netflix, Hulu, or Prime Video, or specialized channels for sports, news, or music, the Firestick serves as a one-stop hub for entertainment. The ability to customize and install your additional apps expands the options, allowing users to custom tailor their content library to their unique preferences.

The Firestick's remote control is straightforward and super responsive. The voice command feature, powered by Alexa, adds an extra level of convenience. Simply speaking into the remote allows for quick searches, content navigation, and even controlling smart home devices if integrated, enhancing the overall tech experience.

Streaming quality is impressive, with support for up to 4K resolution and HDR content. The device adapts well to varying internet speeds, ensuring a smooth streaming experience without the dreadful constant buffering. The inclusion of Dolby Atmos support contributes to a more immersive audio experience, especially for those with compatible audio setups.

The Firestick's compact design makes it small and easy to install. Its portability allows users to take their favorite content with them, making it a great option for travel or use in multiple rooms. The included HDMI extender ensures a secure fit, even in tight spaces behind the TV.

Regular software updates from Amazon keep the Firestick's performance optimized and introduce new features. This commitment to continuous improvement enhances the device's longevity and ensures that users have access to the latest enhancements in streaming technology.

In conclusion, the Amazon Firestick is the ultimate game-changer for TV entertainment. Its ease of use, extensive content library, responsive remote control, and impressive streaming capabilities make it a must-have for anyone looking to enhance their media viewing experience with the absolute latest in streaming technology.",5
"The Amazon Fire TV Stick 4K has completely transformed my dumb TV to SMART TV. Setting up the Fire TV Stick was so easy – plug it in, connect to Wi-Fi, and start streaming. Easy breezy! The picture quality is great.

The huge selection of streaming apps (free & paid), is impressive. The home screen and remote is very user friendly. I am very happy with my purchase. I will buy another one for my living room SMART TV.",5
"I already had a FireTV cube in one room and bought this to replace the Roku3 I had in my living room. Originally, I was going to put this in the bedroom and move the Cube to the living room, but this works so well that I didn't need to.

SPEED
Like my Cube, this is fast! My old Roku was constantly freezing, especially with YouTube. That's why I replaced it. Couldn't deal with it any more. This 4k Stick 2023 switches fast between apps and so far has not frozen. Plus, YouTube in this version has a speed setting so I can watch at 1.25 speed.

SOUND
A pleasant surprise I didn't expect is that the sound is so much better! I have this plugged into my plasma TV which uses Optical connection to my older Onkyo receiver. I used to turn the sound way up to hear the dialogue and then music, action scenes, and ads would be super loud and I would have to turn it down. I feel like I can hear the dialogue so much better now and don't need to constantly adjust the volume between scenes. My entire setup is the same so the only change was switching from the Roku to this.

SETUP
Easy setup since I already had it connected to my account. I didn't even need to enter my WiFi login. I still had to login to my Netflix and YouTube accounts but just used the QR codes to do that.

Honestly, I did not expect the quality of the 4k Stick to be so good. And for $30 on sale? This is an incredible deal!

It came with a USB cord and an AC plug for the wall in case your USB port doesn't have enough power or you just don't have one like me.

If you are on the fence and stream a lot because you cut the cord, you can't go wrong with this. Highly recommended!",5
